jobid,submit,start,end,nnodes,duration,max_memory
9240,169903671,169904620,169907219,1,2599,18
9241,169903677,169904620,169907210,1,2590,21
9242,169903689,169905600,169905630,32,30,85
9243,169903705,169904644,169907252,1,2608,18
9244,169903707,169904705,169907328,1,2623,132
9245,169903712,169904729,169907312,1,2583,18
9246,169903720,169904741,169907337,1,2596,56
9247,169903786,169906060,169908051,1,1991,58
9248,169903848,169903848,169903877,2,29,57
9249,169903885,169903885,169904604,1,719,55
9254,169903918,169904115,169909564,128,5449,140
9255,169903986,169906145,169910628,1,4483,18
9256,169903992,169905079,169907158,1,2079,34
9257,169904059,169904059,169904409,1,350,42
9258,169904078,169904078,169904089,1,11,18
9259,169904218,169908058,169910049,1,1991,32
9260,169904218,169906072,169908061,1,1989,32
9261,169904218,169906060,169908054,1,1994,77
9262,169904218,169906060,169908064,1,2004,78
9263,169904218,169906060,169908063,1,2003,66
9264,169904218,169906060,169908044,1,1984,35
9265,169904218,169910137,169912128,1,1991,47
9266,169904218,169908071,169910064,1,1993,30
9267,169904218,169908058,169910051,1,1993,32
9268,169904218,169908071,169910072,1,2001,37
9269,169904218,169908071,169910069,1,1998,34
9270,169904218,169908046,169910034,1,1988,35
9271,169904218,169912139,169914132,1,1993,61
9272,169904218,169910120,169912114,1,1994,63
9273,169904218,169910120,169912119,1,1999,63
9274,169904218,169910124,169912119,1,1995,66
9275,169904218,169910124,169912119,1,1995,66
9276,169904218,169910116,169912105,1,1989,68
9277,169904218,169914145,169916135,1,1990,66
9278,169904218,169912127,169914126,1,1999,36
9279,169904218,169912139,169914138,1,1999,77
9280,169904218,169912139,169914131,1,1992,73
9281,169904218,169912139,169914137,1,1998,40
9282,169904219,169912106,169914093,1,1987,35
9283,169904219,169916136,169918122,1,1986,73
9284,169904219,169914133,169916132,1,1999,43
9285,169904219,169914157,169916162,1,2005,36
9286,169904219,169914133,169916127,1,1994,29
9287,169904219,169914157,169916152,1,1995,70
9288,169904219,169914097,169916082,1,1985,35
9289,169904219,169918128,169920113,1,1985,35
9290,169904219,169916134,169918132,1,1998,42
9291,169904219,169916164,169918166,1,2002,76
9292,169904219,169916129,169918124,1,1995,34
9293,169904219,169916154,169918149,1,1995,36
9294,169904219,169916083,169918069,1,1986,32
9295,169904219,169920115,169922096,1,1981,35
9296,169904219,169918140,169920138,1,1998,42
9297,169904219,169918176,169920175,1,1999,38
9298,169904219,169918128,169920117,1,1989,40
9299,169904219,169918152,169920149,1,1997,36
9300,169904219,169918080,169920066,1,1986,30
9301,169904219,169922338,169924319,1,1981,100
9302,169904219,169920151,169922153,1,2002,39
9303,169904219,169920223,169922221,1,1998,36
9304,169904219,169920127,169922119,1,1992,34
9305,169904219,169920163,169922160,1,1997,36
9306,169904220,169920079,169922062,1,1983,32
9307,169904220,169924320,169926302,1,1982,83
9308,169904220,169922256,169924255,1,1999,108
9309,169904220,169922280,169924285,1,2005,35
9310,169904220,169922232,169924221,1,1989,30
9311,169904220,169922256,169924250,1,1994,107
9312,169904220,169922123,169924109,1,1986,32
9313,169904220,169926304,169928286,1,1982,83
9314,169904220,169924256,169926261,1,2005,38
9315,169904220,169924286,169926287,1,2001,114
9316,169904220,169924223,169926214,1,1991,38
9317,169904220,169924251,169926245,1,1994,31
9318,169904220,169924111,169926091,1,1980,31
9399,169904238,169905467,169905497,1,30,55
9400,169904238,169905503,169905529,1,26,56
9402,169904238,169905539,169905565,1,26,49
9406,169904238,169905600,169905626,1,26,47
9445,169904238,169906060,169906092,1,32,53
9448,169904238,169906096,169906123,1,27,77
9452,169904238,169906132,169906154,1,22,76
9319,169904325,169906060,169906132,4,72,130
9320,169904325,169906218,169906246,4,28,191
9321,169904325,169906254,169906281,4,27,191
9322,169904325,169906291,169906318,4,27,172
9323,169904325,169906327,169906353,4,26,129
9324,169904326,169906363,169906389,4,26,129
9325,169904326,169906399,169906425,4,26,129
9326,169904326,169906435,169906461,4,26,129
9327,169904326,169906471,169906497,4,26,129
9328,169904326,169906507,169906533,4,26,129
9329,169904326,169906543,169906569,4,26,129
9330,169904326,169906579,169906605,4,26,129
9331,169904326,169906615,169906641,4,26,129
9332,169904326,169906652,169906678,4,26,138
9333,169904326,169906688,169906713,4,25,138
9334,169904326,169906724,169906749,4,25,138
9335,169904326,169906760,169906786,4,26,138
9336,169904326,169906796,169906822,4,26,138
9337,169904326,169906832,169906858,4,26,138
9338,169904326,169906868,169906894,4,26,138
9339,169904326,169906904,169906930,4,26,147
9340,169904326,169906941,169906966,4,25,138
9341,169904326,169906977,169907002,4,25,138
9342,169904326,169907013,169907038,4,25,138
9343,169904326,169907049,169907075,4,26,138
9344,169904326,169907085,169907110,4,25,141
9345,169904326,169907121,169907147,4,26,138
9346,169904326,169907157,169907183,4,26,138
9347,169904326,169907193,169907219,4,26,138
9348,169904326,169907229,169907255,4,26,138
9349,169904326,169907261,169907287,4,26,138
9350,169904326,169907289,169907315,4,26,138
9351,169904326,169907317,169907343,4,26,138
9352,169904326,169907345,169907371,4,26,138
9353,169904326,169907373,169907401,4,28,138
9354,169904326,169907403,169907429,4,26,138
9355,169904326,169907431,169907457,4,26,138
9356,169904326,169907459,169907485,4,26,138
9357,169904326,169907487,169907513,4,26,138
9358,169904326,169907515,169907541,4,26,138
9359,169904326,169907543,169907569,4,26,138
9360,169904326,169907571,169907597,4,26,138
9361,169904326,169907600,169907625,4,25,138
9362,169904327,169907627,169907653,4,26,138
9363,169904327,169907656,169907682,4,26,138
9364,169904327,169907684,169907710,4,26,147
9365,169904327,169907712,169907737,4,25,138
9366,169904327,169907740,169907769,4,29,138
9367,169904327,169907771,169907797,4,26,153
9368,169904327,169907799,169907825,4,26,153
9369,169904327,169907827,169907853,4,26,138
9370,169904327,169907855,169907881,4,26,138
9371,169904327,169907883,169907909,4,26,138
9372,169904327,169907914,169907940,4,26,138
9373,169904327,169907950,169907976,4,26,138
9374,169904327,169907986,169908012,4,26,138
9375,169904327,169908022,169908048,4,26,138
9376,169904327,169908058,169908084,4,26,138
9377,169904327,169908095,169908121,4,26,138
9378,169904327,169908131,169908157,4,26,138
9401,169904361,169905527,169905554,1,27,50
9403,169904361,169905564,169905589,1,25,58
9407,169904361,169905600,169905628,1,28,46
9446,169904361,169906060,169906092,1,32,51
9449,169904361,169906096,169906121,1,25,60
9453,169904361,169906132,169906156,1,24,60
9408,169904365,169905600,169905628,1,28,46
9447,169904365,169906060,169906092,1,32,48
9450,169904365,169906096,169906121,1,25,62
9454,169904365,169906132,169906157,1,25,52
9379,169904401,169906060,169908224,32,2164,273
9380,169904610,169906132,169908732,1,2600,21
9381,169904631,169906158,169908759,1,2601,23
9382,169904637,169906145,169908754,1,2609,20
9383,169904645,169904645,169904669,4,24,98
9384,169904686,169905091,169907809,1,2718,44
9385,169904700,169906145,169908758,1,2613,19
9386,169904737,169912800,169913341,1,541,72
9387,169904737,169912800,169914344,1,1544,79
9388,169904752,169906120,169906137,4,17,67
9389,169904862,169905612,169905638,2,26,108
9390,169904863,169905612,169905638,2,26,108
9391,169904863,169905612,169905638,2,26,110
9392,169904863,169905600,169905630,2,30,109
9393,169904973,169904973,169904987,2,14,32
9213,169905205,169906291,169911541,4,5250,129
9396,169905407,169906108,169908185,1,2077,32
9415,169905655,169906303,169906556,24,253,75
9418,169905675,169906567,169906936,24,369,82
9422,169905719,169906194,169912466,3,6272,130
9443,169906043,169906043,169906144,1,101,34
9444,169906045,169906120,169906129,3,9,65
9451,169906096,169906096,169906144,1,48,35
9455,169906143,169906145,169908216,1,2071,24
9456,169906148,169906148,169906156,1,8,34
9457,169906151,169906151,169906187,1,36,35
9458,169906154,169906154,169906227,1,73,34
9459,169906154,169906158,169906202,1,44,39
9460,169906155,169906158,169906227,1,69,46
9461,169906192,169906192,169906202,1,10,17
9462,169906195,169906203,169906227,1,24,33
9463,169906198,169906203,169906227,1,24,34
9464,169906244,169906244,169906253,1,9,31
9465,169906247,169906247,169906283,1,36,35
9466,169906250,169906250,169906294,1,44,40
9467,169906250,169906254,169906314,1,60,34
9468,169906251,169906254,169906315,1,61,46
9469,169906257,169906266,169907710,1,1444,127
9531,169906257,169907711,169909159,1,1448,161
9605,169906257,169909160,169910609,1,1449,145
9864,169906257,169910611,169912058,1,1447,122
10106,169906257,169912059,169913507,1,1448,127
10487,169906257,169913509,169914958,1,1449,126
10813,169906257,169914959,169916408,1,1449,133
10930,169906257,169916408,169917857,1,1449,159
11071,169906257,169917858,169919308,1,1450,128
11320,169906257,169919308,169920757,1,1449,119
11633,169906257,169920760,169922208,1,1448,126
12285,169906257,169922209,169922431,1,222,123
9470,169906258,169906266,169907710,1,1444,110
9532,169906258,169907711,169909159,1,1448,121
9606,169906258,169909160,169910609,1,1449,125
9865,169906258,169910611,169912058,1,1447,121
10107,169906258,169912059,169913507,1,1448,129
10488,169906258,169913509,169914958,1,1449,121
10814,169906258,169914959,169916408,1,1449,121
10931,169906258,169916408,169917857,1,1449,161
11072,169906258,169917858,169919308,1,1450,126
11321,169906258,169919308,169920757,1,1449,114
11634,169906258,169920760,169922209,1,1449,125
12286,169906258,169922209,169922432,1,223,123
9471,169906259,169906266,169907713,1,1447,115
9533,169906259,169907716,169909161,1,1445,126
9607,169906259,169909162,169910609,1,1447,120
9866,169906259,169910611,169912058,1,1447,121
10108,169906259,169912059,169913507,1,1448,130
10489,169906259,169913509,169914958,1,1449,122
10815,169906259,169914959,169916408,1,1449,122
10932,169906259,169916408,169917857,1,1449,121
11073,169906259,169917859,169919308,1,1449,127
11322,169906259,169919308,169920757,1,1449,122
11635,169906259,169920760,169922208,1,1448,124
12287,169906259,169922209,169922363,1,154,121
9472,169906316,169906316,169906347,1,31,45
9473,169906318,169906318,169906347,1,29,45
9474,169906349,169906349,169906358,1,9,47
9475,169906353,169906355,169906360,1,5,31
9476,169906355,169906355,169906385,1,30,39
9477,169906357,169906357,169906385,1,28,47
9478,169906360,169906361,169906370,1,9,31
9479,169906363,169906363,169906385,1,22,20
9480,169906366,169906371,169906385,1,14,34
9481,169906389,169906391,169906400,1,9,32
9482,169906392,169906392,169906430,1,38,35
9483,169906395,169906395,169906507,1,112,34
9484,169906481,169906483,169906507,1,24,25
9485,169906482,169906483,169906507,1,24,31
9486,169906497,169906498,169906507,1,9,31
9487,169906520,169906520,169906529,1,9,31
9488,169906556,169906640,169908802,24,2162,66
9489,169906559,169906559,169906568,1,9,32
9490,169906581,169906581,169906590,1,9,32
9491,169906616,169906616,169906625,1,9,32
9492,169906629,169906629,169906638,1,9,32
9493,169906689,169906689,169906694,1,5,32
9494,169906698,169906700,169914980,1,8280,273
9495,169906698,169906700,169913784,1,7084,182
9496,169906698,169906700,169914360,1,7660,182
9497,169906698,169906700,169914166,1,7466,183
9498,169906719,169906719,169906728,1,9,32
9499,169906722,169906722,169906729,1,7,31
9500,169906724,169906725,169906763,1,38,47
9501,169906725,169906728,169906877,1,149,66
9502,169906742,169906744,169906750,1,6,32
9503,169906746,169906746,169906753,1,7,31
9504,169906760,169906761,169906778,1,17,34
9505,169906763,169906765,169906791,1,26,35
9506,169906782,169906782,169907418,1,636,32
9509,169906903,169906904,169906912,1,8,17
9510,169906909,169906909,169906921,1,12,31
9511,169906935,169907821,169909985,24,2164,80
9512,169906945,169906946,169906996,1,50,34
9513,169906947,169906953,169907020,1,67,25
9514,169907044,169907044,169907198,1,154,40
9515,169907121,169907121,169909706,1,2585,18
9516,169907140,169907145,169909724,1,2579,19
9517,169907158,169907169,169909352,1,2183,85
9518,169907210,169907217,169909811,1,2594,21
9519,169907216,169907217,169907246,4,29,150
9520,169907219,169907229,169909815,1,2586,24
9521,169907220,169907229,169907233,1,4,17
9522,169907252,169907253,169909852,1,2599,18
9523,169907312,169907313,169909903,1,2590,21
9524,169907328,169907329,169909925,1,2596,18
9525,169907329,169907329,169907354,4,25,128
9526,169907337,169907338,169909952,1,2614,56
9527,169907364,169907364,169907388,4,24,109
9528,169907404,169907404,169907429,4,25,157
9529,169907584,169907584,169907609,4,25,124
9530,169907655,169907655,169907661,4,6,33
9534,169907775,169907775,169907802,4,27,108
9535,169907785,169907785,169907968,1,183,83
9536,169907819,169907819,169907843,4,24,123
9537,169907873,169907874,169907901,4,27,111
9538,169908062,169908816,169914801,40,5985,72
9539,169908092,169908092,169908118,4,26,99
9540,169908097,169908502,169915295,45,6793,163
9541,169908123,169908123,169908149,4,26,110
9542,169908144,169908834,169912905,40,4071,172
9543,169908185,169908191,169910273,1,2082,58
9544,169908216,169908226,169910312,1,2086,23
9545,169908222,169908222,169908279,4,57,90
9548,169908278,169908278,169908539,1,261,36
9549,169908435,169908435,169908439,4,4,29
9550,169908443,169908443,169915819,4,7376,189
9551,169908446,169908455,169908728,1,273,34
9552,169908449,169908449,169908680,1,231,33
9553,169908461,169908461,169908471,4,10,43
9554,169908523,169915821,169924464,4,8643,197
9555,169908523,169924477,169931693,4,7216,191
9556,169908523,169935841,169943050,4,7209,182
9557,169908523,169943051,169950291,4,7240,189
9558,169908523,169950297,169957499,4,7202,181
9559,169908523,169958894,169966141,4,7247,185
9560,169908523,169966142,169973384,4,7242,192
9561,169908523,169973386,169980615,4,7229,186
9562,169908523,169980626,169980693,4,67,168
9563,169908523,169980710,169987974,4,7264,190
9564,169908523,169987976,169995242,4,7266,177
9565,169908523,169995243,170002525,4,7282,179
9566,169908523,170002527,170009972,4,7445,297
9567,169908523,170010134,170012044,4,1910,196
9568,169908523,170012055,170019290,4,7235,281
9569,169908523,170019292,170024112,4,4820,192
9570,169908529,169908529,169908540,4,11,37
9571,169908549,169908549,169909270,1,721,38
9572,169908568,169908568,169909006,4,438,103
9573,169908673,169908744,169909292,1,548,34
9574,169908732,169908744,169913984,4,5240,131
9575,169908732,169908733,169911345,1,2612,34
9576,169908735,169908780,169914024,4,5244,132
9577,169908743,169908780,169914019,4,5239,136
9578,169908743,169908792,169914040,4,5248,148
9579,169908754,169908756,169911388,1,2632,20
9580,169908758,169908760,169911353,1,2593,58
9581,169908759,169908760,169911368,1,2608,98
9582,169908766,169908828,169914077,4,5249,153
9583,169908777,169908834,169914079,4,5245,131
9584,169908780,169908835,169914077,4,5242,129
9585,169908820,169908835,169916090,4,7255,227
9586,169908870,169908876,169908881,1,5,20
9587,169908874,169908876,169908880,1,4,21
9588,169908881,169908888,169914126,4,5238,151
9589,169908887,169908900,169916339,4,7439,231
9590,169908890,169908900,169916184,4,7284,227
9591,169908898,169910911,169913075,24,2164,148
9592,169908898,169908900,169914131,4,5231,154
9593,169908915,169908915,169908923,4,8,48
9594,169908919,169908924,169914176,4,5252,153
9595,169908923,169908925,169912498,4,3573,196
9596,169908953,169908960,169914205,4,5245,129
9597,169908977,169908984,169914230,4,5246,152
9598,169908977,169908984,169914219,4,5235,159
9599,169908978,169908996,169914241,4,5245,162
9600,169908982,169908996,169914239,4,5243,161
9601,169908985,169908996,169914240,4,5244,152
9602,169909010,169909020,169909830,4,810,130
9603,169909137,169909140,169914377,4,5237,155
9604,169909139,169909152,169914395,4,5243,146
9608,169909168,169909176,169917818,1,8642,17
9609,169909168,169909176,169917818,1,8642,19
9610,169909191,169909248,169914495,4,5247,152
9611,169909243,169909296,169914543,4,5247,136
9612,169909300,169909566,169910923,100,1357,128
9613,169909321,169909344,169914598,4,5254,159
9614,169909352,169909356,169911454,1,2098,27
9615,169909363,169909416,169915364,4,5948,197
9616,169909366,169909428,169915369,4,5941,181
9617,169909384,169909776,169915029,4,5253,129
9618,169909401,169909776,169915021,4,5245,136
9619,169909422,169909824,169915071,4,5247,143
9620,169909444,169909444,169909736,1,292,28
9621,169909458,169909458,169909704,1,246,26
9622,169909471,169909476,169910771,2,1295,23
9623,169909485,169909488,169918130,1,8642,21
9624,169909497,169909836,169915074,4,5238,128
9625,169909502,169910012,169915267,4,5255,162
9626,169909504,169909993,169915241,4,5248,132
9627,169909515,169910012,169915995,4,5983,168
9628,169909517,169909524,169909722,3,198,113
9629,169909538,169910137,169915378,4,5241,155
9630,169909546,169909763,169914723,16,4960,135
9631,169909547,169910012,169915123,16,5111,109
9632,169909663,169909663,169910387,1,724,18
9633,169909705,169909705,169909718,2,13,47
9634,169909705,169909705,169910423,1,718,26
9635,169909706,169909708,169912314,1,2606,18
9636,169909724,169909764,169912348,1,2584,132
9637,169909729,169909729,169914554,1,4825,301
9638,169909753,169910137,169915378,4,5241,154
9639,169909758,169910137,169915376,4,5239,149
9640,169909762,169910137,169917809,4,7672,174
9641,169909769,169910137,169915382,4,5245,153
9642,169909769,169910137,169915384,4,5247,126
9643,169909784,169909788,169914307,1,4519,382
9644,169909811,169909812,169912394,1,2582,64
9645,169909815,169909824,169912403,1,2579,20
9646,169909838,169910210,169912373,4,2163,102
9647,169909852,169909860,169912435,1,2575,18
9648,169909863,169909863,169909877,2,14,24
9649,169909864,169909878,169909889,2,11,24
9650,169909865,169909890,169909899,2,9,24
9651,169909866,169909901,169909914,2,13,24
9652,169909866,169909913,169909926,2,13,114
9653,169909867,169909913,169909925,2,12,152
9654,169909868,169909916,169909929,2,13,24
9655,169909869,169909927,169909938,2,11,65
9656,169909869,169909927,169909938,2,11,27
9657,169909870,169909931,169909944,2,13,24
9658,169909903,169909909,169912491,1,2582,21
9659,169909912,169910137,169915378,4,5241,153
9660,169909925,169909933,169912543,1,2610,18
9661,169909944,169909944,169909955,2,11,21
9662,169909945,169909945,169909954,2,9,59
9663,169909946,169909946,169909957,2,11,24
9664,169909946,169909955,169909965,2,10,60
9665,169909947,169909956,169909967,2,11,27
9666,169909948,169909958,169909971,2,13,65
9667,169909949,169909968,169909978,2,10,24
9668,169909950,169909968,169909979,2,11,60
9669,169909950,169909973,169909986,2,13,64
9670,169909951,169909981,169909990,2,9,27
9671,169909952,169909969,169912551,1,2582,20
9672,169909993,169909993,169910001,2,8,54
9673,169909994,169909998,169910009,2,11,19
9674,169909995,169909998,169910011,2,13,24
9675,169909995,169909998,169910010,2,12,19
9676,169909996,169909998,169910010,2,12,21
9677,169909997,169909998,169910010,2,12,20
9678,169909998,169909998,169910007,2,9,18
9679,169909998,169909998,169910011,2,13,24
9680,169909999,169909999,169910010,2,11,18
9681,169910000,169910000,169910011,2,11,24
9682,169910013,169910013,169910023,2,10,23
9683,169910014,169910024,169910034,2,10,23
9684,169910015,169910035,169910045,2,10,24
9685,169910016,169910035,169910046,2,11,35
9686,169910044,169910047,169910068,2,21,64
9687,169910045,169910048,169910069,2,21,68
9688,169910046,169910053,169910075,2,22,65
9689,169910047,169910066,169910087,2,21,64
9690,169910048,169910070,169910090,2,20,64
9691,169910049,169910070,169910093,2,23,68
9692,169910050,169910075,169910096,2,21,63
9693,169910051,169910077,169910098,2,21,65
9694,169910052,169910089,169910109,2,20,64
9695,169910052,169910092,169910113,2,21,64
9696,169910053,169910094,169910114,2,20,68
9697,169910054,169910097,169910118,2,21,63
9698,169910055,169910100,169910120,2,20,65
9699,169910056,169910111,169910131,2,20,64
9700,169910057,169910116,169910136,2,20,64
9701,169910064,169910064,169910073,2,9,17
9702,169910088,169910925,169911576,24,651,128
9703,169910102,169910102,169910122,2,20,130
9705,169910137,169910139,169910170,32,31,120
9704,169910139,169910172,169910202,32,30,120
9706,169910140,169910140,169910161,2,21,133
9707,169910141,169910141,169910161,2,20,88
9708,169910141,169910142,169910162,2,20,101
9709,169910142,169910142,169910163,2,21,66
9710,169910143,169910143,169910165,2,22,66
9711,169910144,169910144,169910165,2,21,89
9712,169910145,169910145,169910166,2,21,87
9713,169910146,169910146,169910167,2,21,88
9714,169910147,169910147,169910270,2,123,126
9715,169910147,169910147,169910168,2,21,88
9716,169910148,169910148,169910169,2,21,88
9717,169910149,169910149,169910170,2,21,66
9718,169910150,169910163,169910185,2,22,134
9719,169910151,169910163,169910184,2,21,88
9720,169910152,169910165,169910185,2,20,101
9721,169910152,169910169,169910189,2,20,90
9722,169910156,169910157,169910879,2,722,35
9723,169910191,169910191,169910212,2,21,134
9724,169910191,169910192,169910214,2,22,88
9725,169910192,169910193,169910213,2,20,101
9726,169910193,169910193,169910214,2,21,66
9727,169910217,169910217,169910378,1,161,52
9728,169910273,169910275,169912372,1,2097,58
9729,169910308,169910318,169916140,4,5822,160
9730,169910319,169910330,169915576,4,5246,165
9731,169910322,169910330,169915572,4,5242,152
9732,169910327,169910347,169915598,4,5251,145
9733,169910336,169910349,169915598,4,5249,137
9734,169910337,169910337,169910370,2,33,30
9735,169910337,169910349,169915598,4,5249,128
9736,169910340,169910353,169915624,4,5271,129
9737,169910340,169910400,169915641,4,5241,138
9738,169910342,169910405,169915643,4,5238,131
9739,169910344,169910416,169917741,4,7325,185
9740,169910345,169910430,169915677,4,5247,129
9741,169910347,169910495,169916495,4,6000,171
9742,169910347,169910495,169915738,4,5243,129
9743,169910351,169910531,169915774,4,5243,132
9744,169910368,169910368,169910380,1,12,29
9745,169910368,169910369,169910572,1,203,113
9746,169910395,169910395,169910417,1,22,22
9747,169910396,169910397,169910418,2,21,30
9748,169910414,169910535,169916661,4,6126,166
9749,169910415,169910415,169910544,1,129,23
9750,169910431,169910439,169910452,2,13,33
9751,169910432,169910439,169910449,2,10,25
9752,169910433,169910439,169910448,2,9,87
9753,169910434,169910439,169910484,2,45,28
9754,169910434,169910439,169910453,2,14,69
9755,169910435,169910888,169910942,20,54,127
9756,169910435,169910439,169910450,2,11,26
9757,169910436,169910439,169910450,2,11,42
9758,169910437,169910440,169910451,2,11,24
9759,169910438,169910440,169910449,2,9,26
9761,169910439,169910440,169910450,2,10,26
9767,169910441,169910441,169910466,2,25,30
9788,169910446,169910554,169916313,4,5759,217
9809,169910452,169910453,169910462,2,9,24
9812,169910453,169910455,169910463,2,8,110
9813,169910453,169910704,169916728,4,6024,181
9814,169910454,169910455,169910464,2,9,111
9815,169910455,169910455,169910578,1,123,109
9816,169910455,169910464,169910474,2,10,24
9817,169910456,169910465,169910475,2,10,69
9818,169910458,169910466,169910476,2,10,22
9819,169910459,169910477,169910493,2,16,22
9820,169910460,169910477,169910493,2,16,24
9821,169910461,169910478,169910492,2,14,69
9822,169910462,169910486,169910494,2,8,23
9823,169910467,169910468,169910485,2,17,43
9824,169910474,169910475,169910831,1,356,26
9825,169910485,169910486,169910494,2,8,30
9826,169910498,169910502,169910510,2,8,121
9827,169910499,169910511,169910523,2,12,114
9828,169910500,169910515,169910529,2,14,114
9829,169910501,169910515,169910529,2,14,106
9830,169910502,169910517,169910530,2,13,115
9831,169910503,169910517,169910529,2,12,115
9832,169910504,169910524,169910533,2,9,112
9833,169910505,169910524,169910536,2,12,112
9834,169910506,169910524,169910553,2,29,114
9835,169910507,169910531,169910564,2,33,23
9836,169910513,169910513,169910520,2,7,30
9837,169910513,169910789,169916030,4,5241,128
9838,169910515,169910863,169916867,4,6004,228
9839,169910522,169910899,169916139,4,5240,130
9840,169910527,169910527,169910535,2,8,30
9841,169910538,169910538,169910589,1,51,114
9842,169910545,169910545,169910582,1,37,35
9843,169910560,169910560,169910568,2,8,43
9844,169910567,169910567,169910578,2,11,23
9845,169910568,169910579,169910590,2,11,23
9846,169910569,169910592,169910607,2,15,23
9847,169910570,169910601,169910611,2,10,71
9848,169910571,169910601,169910640,2,39,49
9849,169910572,169910609,169910619,2,10,23
9850,169910572,169910613,169910621,2,8,77
9851,169910573,169910621,169910632,2,11,23
9852,169910574,169910623,169910635,2,12,72
9853,169910575,169910634,169910644,2,10,23
9854,169910575,169910575,169910583,2,8,43
9855,169910576,169910637,169910646,2,9,49
9856,169910576,169910642,169910653,2,11,77
9857,169910577,169910647,169910659,2,12,49
9858,169910578,169910647,169910659,2,12,49
9859,169910590,169910590,169910679,1,89,122
9860,169910593,169910593,169910680,1,87,114
9861,169910593,169910593,169910680,1,87,74
9862,169910596,169910596,169910746,1,150,48
9863,169910599,169910899,169916145,4,5246,128
9867,169910612,169910613,169910621,2,8,18
9868,169910619,169910619,169910706,1,87,35
9869,169910662,169910662,169910671,2,9,72
9870,169910663,169910663,169910672,2,9,49
9871,169910663,169910663,169910673,2,10,23
9872,169910664,169910673,169910685,2,12,49
9873,169910665,169910674,169910687,2,13,77
9874,169910666,169910675,169910688,2,13,49
9875,169910666,169910686,169910702,2,16,210
9876,169910667,169910686,169910701,2,15,173
9877,169910668,169910687,169910702,2,15,49
9878,169910669,169910689,169910701,2,12,77
9879,169910673,169910673,169910680,2,7,18
9880,169910684,169910899,169916150,4,5251,126
9881,169910686,169910686,169910829,1,143,87
9882,169910687,169910688,169910829,1,141,66
9883,169910688,169910689,169910829,1,140,62
9884,169910705,169910705,169910714,2,9,98
9885,169910705,169910705,169910718,2,13,125
9886,169910706,169910706,169910718,2,12,23
9887,169910707,169910716,169910728,2,12,98
9888,169910708,169910716,169910728,2,12,109
9889,169910708,169910716,169910728,2,12,169
9890,169910709,169910721,169910729,2,8,125
9891,169910710,169910721,169910733,2,12,23
9892,169910711,169910730,169910740,2,10,98
9893,169910711,169910730,169910740,2,10,86
9894,169910712,169910899,169916160,4,5261,127
9895,169910728,169910729,169910736,2,7,18
9896,169910741,169910741,169910774,2,33,125
9897,169910742,169910742,169910753,2,11,98
9898,169910742,169910742,169910753,2,11,20
9899,169910743,169910743,169910754,2,11,86
9900,169910744,169910744,169910756,2,12,23
9901,169910745,169910755,169910764,2,9,98
9902,169910745,169910756,169910764,2,8,26
9903,169910746,169910756,169910768,2,12,86
9904,169910747,169910758,169910772,2,14,23
9905,169910748,169910766,169910778,2,12,98
9906,169910748,169910766,169910778,2,12,26
9907,169910749,169910770,169910779,2,9,86
9908,169910750,169910773,169910784,2,11,23
9909,169910751,169910774,169910784,2,10,23
9910,169910753,169910753,169910755,8,2,15
9911,169910755,169910756,169919400,1,8644,146
9912,169910763,169910763,169910777,1,14,43
9913,169910778,169910779,169910786,2,7,46
9914,169910781,169910782,169910797,1,15,18
9915,169910786,169910787,169910796,2,9,92
9916,169910787,169910787,169910796,2,9,119
9917,169910788,169910788,169910797,2,9,20
9918,169910789,169910789,169910798,2,9,86
9919,169910789,169910798,169910809,2,11,98
9920,169910790,169910798,169910811,2,13,125
9921,169910791,169910799,169910810,2,11,26
9922,169910792,169910801,169910813,2,12,86
9923,169910792,169910812,169910824,2,12,98
9924,169910793,169910793,169910800,2,7,43
9925,169910793,169910812,169910820,2,8,26
9926,169910800,169910801,169910806,2,5,23
9927,169910801,169910803,169911167,1,364,47
9928,169910813,169910814,169910844,2,30,122
9929,169910823,169910823,169910832,2,9,119
9930,169910824,169910824,169910859,2,35,26
9931,169910824,169910825,169910837,2,12,86
9932,169910825,169910826,169910838,2,12,98
9933,169910826,169910834,169910846,2,12,125
9934,169910827,169910834,169910846,2,12,207
9935,169910828,169910834,169910842,2,8,110
9936,169910828,169910839,169910851,2,12,86
9937,169910829,169910839,169910850,2,11,98
9938,169910830,169910845,169910855,2,10,24
9939,169910832,169910899,169916139,4,5240,152
9940,169910833,169910834,169910892,1,58,73
9941,169910852,169910852,169911119,2,267,142
9942,169910856,169910856,169910866,2,10,86
9943,169910857,169910857,169910868,2,11,98
9944,169910858,169910858,169910869,2,11,113
9945,169910858,169910858,169910869,2,11,23
9946,169910874,169910899,169916136,4,5237,142
9947,169910881,169910899,169916728,4,5829,228
9948,169910885,169910899,169916139,4,5240,128
9949,169910900,169910911,169916155,4,5244,137
9950,169910905,169910905,169910989,1,84,74
9951,169910921,169910921,169910923,8,2,15
9952,169910929,169910931,169917047,4,6116,281
9953,169910949,169910949,169911671,1,722,31
9954,169910989,169910990,169911075,1,85,74
9955,169910990,169910990,169910992,8,2,15
9956,169911004,169911004,169918785,1,7781,181
9957,169911006,169911006,169917898,1,6892,181
9958,169911040,169911040,169917292,4,6252,214
9959,169911045,169911421,169911436,100,15,115
9960,169911047,169911047,169911770,1,723,18
