jobid,submit,start,end,nnodes,duration,max_memory,randomness
5343,170585052,170585052,170585074,2,21,39,0.1781014273914897
5344,170585059,170585109,170585114,2,4,17,0.5198139943398378
5345,170585079,170585079,170585443,2,363,39,0.32706400788492085
5346,170585096,170585109,170586012,1,903,23,0.08311641368018396
5347,170585100,170585383,170586034,4,651,364,0.7198813505830156
5348,170585103,170585109,170586016,1,906,22,0.3408117696909835
5349,170585114,170585383,170586992,2,1609,40,0.8495012790086373
5350,170585114,170585383,170585403,2,20,21,0.3476978204620781
5351,170585114,170585121,170585132,2,11,17,0.9247780684455451
5352,170585114,170585386,170593459,2,8072,45,0.19130299907548542
5353,170585116,170585117,170585838,1,721,37,0.7221922860078827
5354,170585125,170585145,170585161,2,16,17,0.9139170901991734
5355,170585134,170585169,170586697,1,1527,20,0.3620372732971794
5356,170585136,170585169,170586695,1,1526,20,0.2953992025071265
5357,170585137,170585181,170586709,1,1527,42,0.06996164481989198
5358,170585138,170585181,170586706,1,1525,18,0.18207597233544448
5359,170585143,170585193,170586719,1,1526,18,0.517109018396393
5360,170585146,170585193,170586713,1,1519,19,0.37842683564210444
5361,170585148,170585193,170586721,1,1527,19,0.5431428502360769
5362,170585149,170585229,170586756,1,1526,18,0.22127727266000285
5363,170585151,170585229,170586761,1,1532,18,0.5150376877525361
5364,170585182,170585182,170585304,1,121,49,0.8524729474406926
5365,170585182,170585183,170585304,1,121,33,0.6042925113890827
5366,170585191,170585193,170585737,1,543,27,0.6448042407448691
5367,170585192,170585192,170585221,1,29,141,0.014156581101438359
5368,170585193,170585303,170585313,2,10,18,0.28729831713258824
5369,170585202,170585327,170585373,2,46,32,0.9172996628797468
5370,170585214,170585327,170586228,1,901,22,0.4426218934929522
5371,170585220,170585327,170586228,1,901,24,0.5584514896381664
5372,170585224,170585225,170585330,1,105,62,0.9106859777130515
5373,170585225,170585229,170585352,1,122,30,0.32731224739401477
5374,170585230,170585383,170586286,1,903,23,0.3759817230264989
5375,170585252,170585252,170585276,1,23,85,0.753000029102131
5376,170585294,170585383,170585893,1,510,22,0.5700980580035974
5377,170585295,170585383,170585893,1,510,21,0.9169863152233548
5378,170585323,170585323,170585339,1,16,136,0.4107966601229972
5379,170585323,170585323,170585443,1,120,33,0.039083017767777006
5380,170585369,170585383,170585394,2,11,17,0.006195589834766424
5381,170585369,170585383,170585871,8,488,43,0.1327206658055643
5382,170585379,170585383,170585505,1,122,51,0.07477626560694617
5383,170585382,170585383,170585399,1,16,133,0.559507224345436
5384,170585409,170585409,170585485,2,75,102,0.8198400293273848
5385,170585412,170585412,170591903,1,6490,21,0.32121702742794
5386,170585412,170585412,170591881,1,6468,22,0.5678492058658221
5387,170585412,170585413,170588629,1,3216,35,0.6531059125445094
5388,170585412,170585413,170588646,1,3232,19,0.1403506943335704
5389,170585412,170585413,170588641,1,3227,19,0.5351639503037802
5390,170585413,170585413,170588619,1,3206,19,0.4569886292831339
5391,170585413,170585433,170591941,1,6507,19,0.25943888855607344
5392,170585413,170585433,170591933,1,6499,77,0.02978187334077398
5393,170585418,170585433,170586040,1,606,78,0.7627226769000238
5394,170585418,170585433,170586430,1,996,91,0.8403034255067405
5395,170585419,170585433,170586431,1,998,90,0.7845195202934093
5396,170585419,170585433,170586878,1,1445,77,0.691158504738198
5397,170585420,170585433,170586581,1,1147,78,0.7571450277530518
5398,170585420,170585433,170585444,2,10,78,0.6286308172662627
5399,170585420,170585433,170585439,1,5,91,0.18799994752312665
5400,170585420,170585433,170586434,1,1000,77,0.07066152591582753
5401,170585421,170585433,170585761,1,327,91,0.4334179459148807
5402,170585432,170585433,170585453,1,19,133,0.35823701895030224
5403,170585441,170585441,170585806,2,364,46,0.8040893872330249
5404,170585444,170585444,170591694,2,6249,53,0.2991274781514959
5405,170585454,170585455,170585958,1,502,23,0.344105426260341
5406,170585463,170585463,170588190,2,2727,39,0.44903028845383053
5407,170585470,170585470,170585590,1,120,49,0.2899210877507684
5408,170585473,170585474,170586216,2,742,91,0.39554721231932943
5409,170585476,170585478,170585984,1,505,21,0.7700677041596781
5410,170585481,170585482,170585509,1,26,30,0.8741606646258995
5411,170585483,170585483,170585716,1,233,29,0.5964794477762192
5412,170585489,170585489,170585491,1,2,30,0.19389981401209722
5413,170585489,170585490,170585995,1,505,21,0.04802016536492326
5414,170585490,170585490,170585610,1,120,42,0.8949945812052451
5415,170585491,170585492,170585514,1,22,121,0.9135500986302814
5416,170585505,170585505,170586629,1,1124,134,0.289300188136813
5417,170585523,170585523,170585601,1,77,61,0.2665888216063542
5418,170585542,170585543,170585559,1,16,134,0.4931338331122047
5419,170585566,170585566,170585569,1,2,32,0.6480968640638983
5420,170585569,170585570,170585586,1,15,31,0.6330490703565228
5421,170585576,170591943,170598079,1,6136,21,0.7384976689247126
5422,170585576,170591943,170598095,1,6152,19,0.34075250646371646
5423,170585576,170591943,170594988,1,3045,24,0.5314429896675713
5424,170585576,170591943,170594973,1,3030,20,0.9245517612968484
5425,170585576,170591943,170594981,1,3038,21,0.5103569433944021
5426,170585576,170591943,170595004,1,3060,20,0.6460086170355153
5427,170585576,170591943,170598103,1,6160,35,0.20859466687408468
5428,170585576,170591943,170598134,1,6191,21,0.379137477488786
5429,170585605,170585605,170585621,1,16,133,0.8656564903051293
5430,170585608,170585610,170586335,1,724,26,0.03711766906802527
5431,170585614,170585616,170586341,1,724,26,0.5819561876242192
5432,170585664,170585664,170585786,1,121,49,0.7205029774868594
5433,170585668,170585668,170585810,1,142,57,0.5344846006731505
5434,170585673,170585673,170585810,1,137,59,0.4799837960611254
5435,170585673,170585673,170585810,1,137,59,0.487830317028609
5436,170585673,170585673,170585810,1,137,59,0.9009234983866947
5437,170585673,170585673,170585810,1,137,59,0.740489336159211
5438,170585675,170585812,170585821,2,8,71,0.5998927736993364
5439,170585680,170585680,170585936,1,256,215,0.08356864624682092
5440,170585680,170585681,170585698,1,16,38,0.22099472172321788
5441,170585693,170585695,170585786,1,90,34,0.06741502892823659
5442,170585696,170585696,170586061,1,364,43,0.7904694808363816
5443,170585696,170585696,170586061,1,364,41,0.05505896399357879
5444,170585700,170585738,170585782,1,43,25,0.11238920564871713
5445,170585709,170585748,170586087,1,339,34,0.05959565874403372
5446,170585710,170585757,170585809,1,52,21,0.7446483894362651
5447,170585717,170585762,170586065,1,302,45,0.8473596736675661
5448,170585720,170585781,170586913,1,1131,26,0.975543898837749
5449,170585726,170585783,170586891,1,1107,30,0.26463142601121825
5450,170585727,170585787,170586080,1,292,21,0.16132803193147716
5451,170585736,170585812,170586125,1,313,31,0.48255772964522836
5452,170585736,170585812,170586122,1,309,57,0.839960905597762
5453,170585739,170585812,170586163,1,351,59,0.18587102444827508
5454,170585739,170585812,170586181,1,369,59,0.5591070516952074
5455,170585746,170585823,170586208,1,384,66,0.21312364665370775
5456,170585747,170585823,170586416,1,592,71,0.7069504246546789
5457,170585750,170585834,170586313,1,479,78,0.5877550966363797
5458,170585751,170585834,170586532,1,698,76,0.8757161780075076
5459,170585769,170585834,170585840,1,6,78,0.6187486991671595
5460,170585770,170585834,170587265,1,1431,77,0.4562962519747492
5461,170585822,170585834,170586273,1,438,76,0.10507453215863827
5462,170585835,170585835,170585843,2,8,77,0.1644025151392613
5463,170585846,170585846,170585853,2,7,95,0.007101535284844029
5464,170585858,170585859,170585930,2,71,103,0.7616373980078587
5465,170585861,170585861,170585868,1,6,37,0.13797996277910696
5466,170585867,170585869,170585896,1,27,89,0.46693278786565207
5467,170585880,170585880,170586577,1,697,30,0.5911239715605277
5468,170585882,170585882,170586577,1,695,149,0.3982711512055821
5469,170585886,170585886,170586577,1,691,34,0.5362252632408707
5470,170585892,170585892,170586612,1,719,24,0.8193840454480869
5471,170585893,170585894,170586399,1,505,173,0.40734826996105955
5472,170585893,170585895,170586397,1,502,22,0.1817845605306727
5473,170585915,170585915,170585971,1,55,126,0.7131225699940904
5474,170585931,170585931,170585958,2,26,101,0.24340004417121552
5475,170585943,170585957,170594601,1,8644,180,0.46971545402228754
5476,170585943,170585943,170594132,1,8188,181,0.49547062289874944
5477,170585943,170585943,170594586,1,8643,182,0.7079364184890107
5479,170585943,170585956,170593751,1,7794,179,0.9546704100490491
5480,170585943,170585957,170594601,1,8644,179,0.68016282766215
5481,170585943,170585957,170594225,1,8268,180,0.8706417232239663
5478,170585946,170585946,170585953,1,7,31,0.033713742131274094
5482,170585957,170585958,170586145,1,186,199,0.418335915443217
5483,170585958,170585959,170586459,1,499,23,0.19820065845546486
5484,170585963,170586139,170588303,1,2163,40,0.01073483568491762
5485,170585963,170589848,170592011,1,2163,39,0.8624030088723342
5486,170585963,170592017,170594181,1,2164,37,0.7405815825815758
5487,170585963,170597645,170599807,1,2162,39,0.22485810612606294
5488,170585964,170586139,170588303,1,2163,38,0.8369981832451052
5489,170585964,170589872,170592035,1,2163,42,0.610167318312872
5490,170585964,170592041,170594205,1,2164,40,0.7477869563801001
5491,170585964,170597816,170599978,1,2162,43,0.9881435233314312
5492,170585965,170586139,170588303,1,2163,37,0.29088052599144154
5493,170585965,170589872,170592035,1,2163,36,0.7161412680638266
5494,170585965,170592041,170594205,1,2164,49,0.8134726010662311
5495,170585965,170597816,170599978,1,2162,36,0.720649169321122
5496,170585966,170586151,170588315,1,2163,41,0.11533066608923892
5497,170585966,170589872,170592035,1,2163,40,0.6671306204836545
5498,170585966,170592053,170594217,1,2164,38,0.6803411499870275
5499,170585966,170598141,170600306,1,2164,40,0.6678286538375834
5500,170585968,170597446,170599609,1,2162,22,0.33233044094270137
5501,170585968,170612206,170614369,1,2163,20,0.7739960802584556
5502,170585968,170616920,170619083,1,2162,21,0.003752716476144502
5503,170585968,170635562,170637725,1,2163,124,0.12918026403869964
5504,170585968,170597804,170599966,1,2162,20,0.38901557329261016
5505,170585968,170612218,170614382,1,2163,20,0.0895868360971197
5506,170585968,170616945,170619107,1,2162,21,0.8486637082677412
5507,170585968,170635562,170637725,1,2163,131,0.7700171397869398
5508,170585970,170586151,170588315,1,2163,48,0.8787766329293044
5509,170585970,170589872,170592035,1,2163,46,0.3718140690381191
5510,170585970,170592077,170594241,1,2164,68,0.7714851807006881
5511,170585970,170599857,170602020,1,2163,49,0.7217597308866412
5512,170585970,170586151,170588315,1,2163,75,0.6789952822977349
5513,170585970,170589872,170592035,1,2163,52,0.27330290990914075
5514,170585970,170592077,170594241,1,2164,57,0.24338709968515881
5515,170585970,170606436,170608599,1,2162,55,0.6714283870820915
5516,170585972,170586151,170588315,1,2163,56,0.20639790160549398
5517,170585972,170589872,170592035,1,2163,54,0.2885862141094423
5518,170585972,170592101,170594265,1,2164,58,0.23147015332989374
5519,170585972,170606570,170608734,1,2163,55,0.26824531905809956
5520,170585972,170586151,170588315,1,2163,65,0.3675297150198381
5521,170585972,170589872,170592035,1,2163,63,0.0305667958061151
5522,170585972,170592101,170594265,1,2164,64,0.7186725002594916
5523,170585972,170606815,170608980,1,2165,65,0.2078662425386819
5524,170585974,170586151,170588315,1,2163,63,0.18216161446806378
5525,170585974,170589884,170592047,1,2163,64,0.777901981557921
5526,170585974,170592101,170594265,1,2164,63,0.2668509351964631
5527,170585974,170606840,170609004,1,2164,69,0.13358590119501124
5528,170585974,170586151,170588315,1,2163,75,0.7942389940553737
5529,170585974,170589896,170592059,1,2163,78,0.8453321919378171
5530,170585974,170592115,170594277,1,2162,88,0.6812379463619931
5531,170585974,170610078,170612240,1,2162,76,0.787584681358569
5532,170585974,170585975,170586098,1,122,37,0.4665941377571968
5533,170585975,170585975,170586096,1,120,34,0.6024279200185448
5534,170585979,170585986,170585995,4,8,18,0.6943006472513839
5535,170585983,170589896,170592059,2,2163,47,0.34794682004110056
5536,170585983,170592115,170594277,2,2162,38,0.29875806523362725
5537,170585983,170606936,170609100,2,2163,25,0.40691774606481235
5538,170585983,170616884,170619047,2,2162,24,0.24522500345421494
5539,170585984,170585998,170586500,1,502,21,0.8538221932031121
5540,170585988,170585988,170586008,1,19,44,0.8149600810122906
5541,170585995,170585998,170586499,1,501,21,0.23450496435716972
5542,170585997,170585998,170586045,1,47,133,0.6248223278977586
5543,170585997,170585998,170586003,1,5,38,0.595131708209897
5544,170586005,170586011,170586015,4,4,32,0.9944543305985151
5545,170586012,170586014,170586915,1,900,23,0.9367310475057187
5546,170586016,170586016,170586916,1,900,23,0.03432657397748329
5547,170586028,170586029,170586107,1,78,62,0.7583018467153211
5548,170586031,170586031,170586039,1,7,19,0.4918773294741159
5549,170586032,170586033,170586043,1,10,30,0.8982230295572949
5550,170586042,170586042,170586053,4,11,19,0.3620576835804671
5551,170586043,170586043,170586056,1,13,55,0.38764682021695185
5552,170586058,170586059,170586067,1,8,19,0.6993202798975593
5553,170586062,170586064,170586073,1,9,88,0.9049097664710758
5554,170586064,170586065,170586078,1,12,31,0.8642345924362838
5555,170586070,170586070,170586575,1,505,19,0.3596067488246434
5556,170586070,170586070,170586073,1,2,51,0.6331968614487329
5557,170586073,170586073,170586658,1,585,20,0.8169318951086342
5558,170586073,170586074,170586126,1,51,132,0.6068440960473602
5559,170586074,170586074,170586092,1,18,37,0.013577526520805905
5560,170586075,170586075,170586571,1,496,21,0.5608887926651264
5561,170586075,170586075,170586093,1,17,58,0.9041154394089195
5562,170586076,170586076,170586082,1,6,88,0.09517772261824387
5563,170586079,170586079,170586610,1,530,20,0.33816367518376644
5564,170586081,170586081,170586335,2,253,86,0.44923042548475933
5565,170586082,170586082,170586583,1,500,21,0.19033729802982746
5566,170586085,170586085,170586339,2,254,86,0.5133947989665927
5567,170586085,170586085,170586634,1,548,19,0.44120488473473307
5568,170586086,170586086,170586151,1,64,492,0.6815703500113843
5569,170586087,170586089,170586332,2,243,85,0.06232223862736097
5570,170586090,170586119,170586372,2,252,86,0.8535750718991981
5571,170586094,170586119,170586652,1,533,27,0.053902992952548634
5572,170586096,170586119,170586646,1,527,28,0.4480762729993095
5573,170586099,170586119,170586600,1,480,19,0.11244371849834456
5574,170586104,170586119,170586631,1,512,19,0.6402050483740835
5575,170586106,170586119,170586565,1,446,20,0.5215965232811127
5576,170586107,170586108,170586303,1,195,58,0.95396395115317
5577,170586109,170586119,170586588,1,468,20,0.6784268833826561
5578,170586110,170586119,170586153,4,34,45,0.277428924895482
5579,170586112,170586112,170586125,1,12,44,0.17597389911742656
5580,170586122,170586122,170586133,1,11,51,0.42121888952115416
5581,170586122,170586122,170586130,1,7,30,0.49285399814353903
5582,170586122,170586122,170586561,1,438,22,0.7980631068565297
5583,170586123,170586123,170586138,1,15,30,0.5454067436590391
5584,170586124,170586127,170586134,1,7,51,0.9155763544250306
5585,170586127,170586127,170587029,1,902,42,0.019377070568128985
5586,170586129,170586129,170587032,1,902,21,0.8495695981523544
5587,170586132,170586132,170586544,1,411,20,0.10642096467858797
5588,170586134,170586135,170586153,1,17,154,0.21748618259229036
5589,170586135,170586135,170586845,1,709,19,0.01529017625449014
5590,170586138,170586138,170586678,1,539,20,0.3549059939482626
5591,170586142,170586142,170586148,1,5,97,0.8642606008859639
5592,170586153,170586154,170586166,1,11,45,0.7853694299872026
5593,170586153,170586154,170586166,1,11,46,0.9508497122402064
5594,170586153,170586154,170586166,1,11,195,0.5625440817161903
5595,170586153,170586154,170586172,1,17,492,0.26264686717838914
5596,170586153,170586168,170586179,1,11,51,0.5319896304078376
5597,170586153,170586168,170586179,1,11,30,0.6814428180237843
5598,170586153,170586168,170586179,1,11,31,0.9485898580730662
5599,170586153,170586180,170586188,1,7,32,0.27658794337876125
5600,170586153,170586180,170586189,1,9,400,0.17682209478704103
5601,170586153,170586180,170586192,1,12,30,0.9357546588123254
5602,170586153,170586183,170586192,1,8,45,0.9995683717514183
5603,170586153,170586188,170586197,1,8,33,0.6577758764857186
5604,170586153,170586190,170586199,1,8,23,0.9540728714805901
5605,170586153,170586193,170586202,1,8,32,0.3372953698909583
5606,170586153,170586193,170586204,1,10,400,0.6592943923163355
5607,170586153,170586197,170586205,1,8,57,0.78169465230781
5608,170586153,170586200,170586207,1,7,31,0.9346155417995213
5609,170586153,170586202,170586210,1,7,44,0.4867317109494247
5610,170586153,170586204,170586212,1,7,49,0.5535852429405441
5611,170586153,170586206,170586215,1,9,400,0.8792702386131308
5612,170586153,170586208,170586216,1,7,57,0.15821468605895495
5613,170586153,170586213,170586220,1,7,79,0.8697073814631618
5614,170586153,170586213,170586220,1,7,38,0.008297199347172324
5615,170586153,170586216,170586223,1,7,33,0.3632448718700888
5616,170586153,170586217,170586226,1,8,25,0.30393305738223564
5617,170586153,170586221,170586231,1,10,416,0.8461356951322221
5618,170586153,170586221,170586230,1,8,88,0.7799453909457796
5619,170586153,170586154,170593847,1,7692,492,0.8077515829636831
5620,170586153,170586224,170586232,1,7,44,0.3530729495776619
5621,170586153,170586226,170586234,1,7,38,0.7315779066243515
5622,170586154,170586231,170586239,1,8,32,0.40777619455764946
5623,170586154,170586233,170586241,1,8,37,0.8879028381720339
5624,170586154,170586233,170586246,1,13,19,0.0848543384681012
5625,170586154,170586235,170586244,1,8,45,0.5246881894655214
5626,170586154,170586240,170586249,1,8,30,0.8828415960511026
5627,170586154,170586242,170586251,1,8,69,0.7767355853603461
5628,170586154,170586244,170586253,1,8,31,0.9140459155443053
5629,170586154,170586247,170586256,1,8,67,0.962431154358211
5630,170586154,170586250,170586260,1,10,414,0.30773188390174055
5631,170586154,170586251,170586260,1,8,18,0.3113503021117241
5632,170586154,170586255,170586263,1,8,32,0.2918436342788113
5633,170586154,170586257,170586265,1,8,31,0.23514652706015005
5634,170586154,170586267,170586275,1,8,65,0.9902950314866
5635,170586154,170586267,170586276,1,8,18,0.09163317964429996
5636,170586154,170586261,170586269,1,8,26,0.6144133564432384
5637,170586154,170586261,170586269,1,8,30,0.6276067274269393
5638,170586154,170586270,170586278,1,8,32,0.09285875870978
5639,170586154,170586270,170586279,1,9,385,0.002512577876528921
5640,170586154,170586277,170586285,1,8,37,0.1103485979485046
5641,170586154,170586277,170586286,1,8,31,0.2501640492203786
5642,170586154,170586279,170586287,1,8,37,0.5816555074735514
5643,170586154,170586280,170586288,1,8,19,0.38856836542106177
5644,170586154,170586287,170586295,1,8,78,0.41754849848251663
5645,170586154,170586287,170586295,1,8,31,0.25794489876735294
5646,170586154,170586288,170586297,1,8,26,0.19984321767132884
5647,170586154,170586289,170586298,1,8,30,0.5711129205623001
5648,170586154,170586296,170586304,1,7,30,0.670125526376782
5649,170586154,170586296,170586304,1,8,32,0.9855220636471199
5650,170586154,170586297,170586305,1,7,78,0.16143262553563986
5651,170586154,170586299,170586306,1,7,31,0.9436774032557464
5652,170586155,170586305,170586315,1,9,66,0.38175116708718027
5653,170586155,170586305,170586313,1,7,26,0.8288197731624013
5654,170586155,170586306,170586313,1,7,31,0.04414875996119072
5655,170586155,170586307,170586315,1,7,37,0.13744035213960626
5656,170586155,170586314,170586323,1,8,32,0.5767770407725322
5657,170586156,170586314,170586323,1,8,30,0.5770101941595267
5658,170586156,170586316,170586325,1,8,31,0.144024869202393
5659,170586156,170586316,170586325,1,8,27,0.8220356763779897
5660,170586156,170586324,170586332,1,8,40,0.6482043495162447
5661,170586156,170586324,170586333,1,8,40,0.034454219030714994
5662,170586156,170586326,170586334,1,7,36,0.2656900752233726
5663,170586156,170586326,170586334,1,7,32,0.39033618502106693
5664,170586156,170586334,170586342,1,8,32,0.36185180094064195
5665,170586156,170586334,170586342,1,8,27,0.967033663611739
5666,170586156,170586343,170586350,1,7,37,0.5472691713167962
5667,170586156,170586334,170586342,1,7,40,0.27420580908346537
5668,170586156,170586343,170586350,1,7,32,0.7749769127930007
5669,170586156,170586334,170586342,1,7,31,0.08980558649451331
5670,170586156,170586343,170586351,1,7,91,0.6149238389478996
5671,170586156,170586344,170586351,1,7,89,0.08176936846389249
5672,170586157,170586352,170586360,1,8,30,0.9073834537252295
5673,170586157,170586352,170586360,1,8,37,0.9943662599853613
5674,170586157,170586352,170586360,1,7,69,0.6705523098406851
5675,170586157,170586352,170586360,1,7,64,0.3536681867835173
5676,170586157,170586361,170586369,1,8,30,0.3667458416947279
5677,170586157,170586361,170586369,1,8,32,0.14623740238045002
5678,170586157,170586362,170586369,1,7,37,0.5210118590596537
5679,170586157,170586362,170586369,1,7,31,0.9249341241472097
5680,170586157,170586371,170586379,1,8,30,0.3385516156068942
5681,170586157,170586371,170586379,1,8,32,0.6986831362994405
5682,170586157,170586371,170586379,1,7,37,0.33954999583690926
5683,170586157,170586371,170586379,1,7,31,0.6128297283695221
5684,170586157,170586380,170586388,1,7,39,0.9478244998211888
5685,170586157,170586380,170586388,1,7,33,0.8298218431415244
5686,170586157,170586381,170586388,1,7,37,0.6406920432287183
5687,170586157,170586381,170586389,1,8,30,0.714366889863148
5688,170586157,170586389,170586397,1,8,26,0.30840826953067557
5689,170586157,170586389,170586397,1,8,30,0.08506059540673117
5690,170586157,170586390,170586398,1,8,32,0.5042213765564288
5691,170586157,170586390,170586398,1,8,37,0.8586104560807154
5692,170586157,170586399,170586407,1,8,26,0.8902752040047256
5693,170586157,170586399,170586407,1,8,65,0.5289514564209348
5694,170586157,170586399,170586407,1,8,61,0.16346826724672936
5695,170586157,170586399,170586407,1,8,100,0.4455386707702189
5696,170586157,170586408,170586416,1,7,30,0.3677976303214351
5697,170586157,170586408,170586419,1,11,370,0.5297324836812336
5698,170586157,170586409,170586417,1,8,31,0.6804771915710394
5699,170586157,170586409,170586418,1,8,26,0.9508187678515961
5700,170586158,170586420,170586428,1,7,30,0.014718228917716902
5701,170586158,170586420,170586428,1,7,32,0.8095242897103229
5702,170586158,170586420,170586428,1,7,31,0.858489810125518
5703,170586158,170586420,170586428,1,7,25,0.491538065141916
5704,170586158,170586434,170586442,1,8,30,0.20294603366933084
5705,170586158,170586434,170586442,1,8,30,0.038882535931100026
5706,170586158,170586434,170586442,1,8,32,0.04679102660275758
5707,170586158,170586434,170586443,1,9,370,0.3030373084016609
5708,170586158,170586444,170586452,1,8,56,0.36756247399767306
5709,170586158,170586452,170586460,1,8,370,0.4226539824725366
5710,170586158,170586453,170586461,1,7,59,0.05973412960654967
5711,170586158,170586453,170586461,1,7,57,0.4337855945842902
5712,170586158,170586454,170586461,1,7,77,0.11369815821214924
5713,170586158,170586460,170586468,1,8,32,0.4533026238007165
5714,170586158,170586462,170586470,1,8,371,0.5513034575654898
5715,170586158,170586462,170586470,1,7,26,0.5236552864615691
5716,170586158,170586462,170586470,1,7,26,0.17453437269229355
5717,170586158,170586469,170586479,1,9,30,0.23838448694164116
5718,170586158,170586471,170586480,1,9,32,0.1561085216697209
5719,170586160,170586474,170586485,1,10,371,0.6211957876737315
5720,170586160,170586474,170586483,1,9,26,0.12041474896601445
5721,170586160,170586482,170586489,1,7,85,0.08281121183856643
5722,170586160,170586482,170586492,1,10,26,0.3577704519292475
5723,170586160,170586485,170586493,1,8,73,0.19464906409837202
5724,170586160,170586485,170586494,1,8,50,0.8832332064881968
5725,170586160,170586490,170586504,1,13,48,0.30256428216930764
5726,170586160,170586492,170586500,1,8,30,0.9994343335496797
5727,170586160,170586494,170586502,1,7,26,0.5250296217918166
5728,170586160,170586495,170586503,1,8,33,0.5829431904767665
5729,170586161,170586501,170586509,1,8,27,0.5637403677983398
5730,170586161,170586503,170586510,1,7,30,0.26756484752961096
5731,170586161,170586504,170586511,1,7,26,0.8827327520294487
5732,170586161,170586505,170586512,1,7,53,0.7079506859995933
5733,170586161,170586510,170586519,1,8,26,0.3211511076998812
5734,170586161,170586512,170586520,1,8,85,0.8676752524132267
5735,170586161,170586513,170586521,1,7,26,0.493117691789844
5736,170586161,170586516,170586529,1,13,18,0.9330907778535052
5737,170586161,170586521,170586529,1,7,67,0.7571498107192611
5738,170586161,170586522,170586529,1,7,85,0.149511747276042
5739,170586161,170586523,170586530,1,7,26,0.9969976822353608
5740,170586161,170586530,170586540,1,9,27,0.9114615934307656
5741,170586161,170586530,170586538,1,8,18,0.3935456202018356
5742,170586161,170586530,170586538,1,7,26,0.40323631414274885
5743,170586161,170586531,170586539,1,7,31,0.777488541353911
5744,170586161,170586539,170586548,1,8,18,0.7290242484237911
5745,170586161,170586539,170586547,1,8,26,0.2166743948849713
5746,170586161,170586539,170586549,1,10,32,0.4071194456909186
5747,170586161,170586541,170586549,1,8,26,0.6261510593909905
5748,170586161,170586162,170586228,1,66,29,0.6483719949873368
5749,170586161,170586549,170586557,1,8,27,0.17700535259863082
5750,170586161,170586549,170586557,1,8,26,0.5996096739243434
5751,170586161,170586550,170586559,1,8,19,0.12302753110438669
5752,170586161,170586550,170586558,1,7,18,0.5441996789705129
5753,170586161,170586559,170586568,1,8,27,0.9927231625096408
5754,170586161,170586559,170586568,1,9,26,0.9709678170228757
5755,170586161,170586559,170586569,1,9,18,0.18003153866625232
5756,170586161,170586560,170586569,1,8,18,0.31899190775812514
5757,170586161,170586569,170586577,1,7,27,0.15278710047974764
5758,170586162,170586570,170586578,1,7,61,0.47209243312000726
5759,170586162,170586569,170586578,1,8,18,0.319204317925868
5760,170586162,170586579,170586587,1,8,28,0.29228324172789977
5761,170586162,170586579,170586587,1,8,18,0.1863872422409898
5762,170586162,170586569,170586578,1,8,30,0.890946405686905
5763,170586162,170586579,170586587,1,8,18,0.5475257688564775
5764,170586162,170586579,170586587,1,8,19,0.7852505510234161
5765,170586162,170586589,170586598,1,8,28,0.8831329282633796
5766,170586162,170586589,170586598,1,8,26,0.271457040661497
5767,170586162,170586589,170586597,1,8,30,0.8252671540090998
5768,170586162,170586589,170586597,1,8,19,0.07162619179795193
5769,170586162,170586598,170586607,1,8,18,0.19021570425847878
5770,170586162,170586598,170586607,1,8,18,0.9733947977080688
5771,170586162,170586599,170586607,1,7,67,0.8558580696596569
5772,170586162,170586599,170586607,1,7,19,0.47930887777702946
5773,170586162,170586609,170586617,1,8,28,0.9363607493260515
5774,170586162,170586609,170586617,1,8,18,0.08317471525046916
5775,170586162,170586609,170586617,1,8,26,0.15291884924846233
5776,170586162,170586609,170586617,1,8,18,0.012133715533408584
5777,170586162,170586618,170586627,1,8,65,0.06051030559884929
5778,170586162,170586617,170586626,1,9,72,0.6526614868563344
5779,170586162,170586618,170586627,1,9,52,0.9093426399104706
5780,170586162,170586627,170586636,1,8,18,0.4366347079434335
5781,170586162,170586627,170586636,1,9,26,0.3977587320861403
5782,170586162,170586617,170586626,1,9,92,0.9442776858071309
5783,170586162,170586628,170586636,1,8,72,0.6076605506012194
5784,170586162,170586628,170586636,1,8,65,0.8323842963471204
5785,170586163,170586163,170586227,1,64,29,0.929143787678046
5786,170586168,170586168,170586286,4,118,49,0.4344647053574274
5787,170586173,170586173,170586187,1,13,32,0.7226445938890587
5788,170586191,170586191,170586203,1,12,18,0.9106736744904526
5789,170586200,170586201,170586229,1,28,121,0.30314212861053735
5790,170586205,170586205,170586850,4,644,104,0.47330943185694263
5791,170586206,170586206,170586218,1,11,25,0.3153866707637628
5792,170586220,170588056,170590045,32,1989,92,0.693920468028164
5793,170586220,170588119,170589561,32,1442,92,0.768003308915069
5794,170586220,170588123,170590119,32,1996,80,0.25377372085301164
5795,170586220,170588941,170590375,32,1434,90,0.37704308764879235
5796,170586220,170588977,170590961,32,1983,175,0.451689929828751
5797,170586220,170589000,170590441,32,1441,91,0.4690524470069142
5798,170586220,170589097,170591093,32,1996,93,0.7546872927470921
5799,170586220,170589249,170590690,32,1441,95,0.1938167684197296
5800,170586220,170589362,170591349,32,1986,78,0.8782829498294471
5801,170586220,170589435,170590867,32,1431,99,0.2323949018929724
5802,170586220,170589550,170591540,32,1990,93,0.10091748569868075
5803,170586220,170589563,170591007,32,1443,178,0.22107816882206133
5804,170586220,170589579,170591568,32,1988,88,0.26368131519811744
5805,170586220,170589718,170591882,32,2163,110,0.6630033289589584
