jobid,submit,start,end,nnodes,duration,memory
3033102,166108275,166108275,166108817,8,541,49
3033103,166108275,166108275,166108817,8,541,46
3033104,166108278,166108278,166108820,8,541,46
3033105,166108299,166108299,166108841,8,541,47
3033106,166108299,166108299,166108841,8,541,50
3033107,166108299,166108299,166108841,8,541,46
3033108,166108299,166108299,166108841,8,541,50
3033109,166108299,166108299,166108841,8,541,49
3033110,166108299,166108299,166108841,8,541,49
3033111,166108303,166108303,166108844,8,541,47
3033117,166106244,166106244,166108406,2,2161,56
3033135,166106388,166106388,166108550,2,2162,58
3033143,166106423,166106423,166108584,2,2161,62
3033223,166106757,166106757,166108919,2,2161,58
3033228,166106809,166106809,166108970,2,2160,61
3033286,166108275,166108275,166110436,2,2161,59
3033344,166109199,166109199,166111360,2,2160,57
3033382,166104162,166104162,166105607,4,1445,315
3033428,166104780,166104780,166105165,2,384,81
3033434,166104780,166104780,166105166,2,385,78
3033472,166104832,166104832,166105221,2,389,78
3033474,166104832,166104832,166105214,2,381,78
3033482,166107163,166107163,166107698,60,534,111
3033487,166106388,166106388,166107435,12,1047,52
3033548,166104375,166104375,166105819,4,1443,467
3033555,166104833,166104833,166105378,2,545,79
3033566,166104833,166104833,166105421,2,588,78
3033590,166104833,166104833,166105295,2,462,76
3033591,166104833,166104833,166105225,2,392,78
3033598,166104833,166104833,166105372,2,539,78
3033628,166104456,166104456,166105253,1,796,105
3033658,166104840,166104840,166105389,2,549,80
3033857,166104605,166104605,166106048,4,1443,314
3033978,166105379,166105379,166106271,1,891,379
3034758,166105544,166105544,166105910,4,366,78
3034761,166109610,166109610,166111770,1,2160,48
3034797,166105739,166105739,166109341,5,3601,168
3034799,166105240,166105240,166105627,2,386,79
3034800,166105379,166105379,166105762,2,382,78
3034827,166105710,166105710,166106090,2,379,78
3034842,166105812,166105812,166106197,2,384,79
3034861,166107873,166107873,166108235,40,361,278
3034862,166108377,166108377,166109101,40,723,403
3035007,166105955,166105955,166109559,5,3603,167
3035008,166105754,166105754,166106401,4,647,70
3035050,166105873,166105873,166106368,2,494,77
3035058,166105377,166105377,166106373,1,996,34
3035059,166105955,166105955,166106503,2,548,79
3035061,166105500,166105500,166106271,1,770,386
3035088,166106093,166106093,166106634,2,540,78
3035126,166106220,166106220,166106774,2,554,82
3035166,166105747,166105747,166106271,1,524,378
3035169,166106022,166106022,166108184,1,2161,43
3035170,166106022,166106022,166108184,1,2161,43
3035171,166105529,166105529,166107692,1,2163,44
3035172,166105529,166105529,166107692,1,2163,44
3035173,166105529,166105529,166107692,1,2163,44
3035307,166106371,166106371,166106756,2,385,78
3035308,166105628,166105628,166105991,1,363,292
3035345,166106402,166106402,166106807,2,405,82
3035347,166106642,166106642,166107034,2,391,78
3035353,166106876,166106876,166107237,4,361,78
3035398,166109199,166109199,166111360,2,2160,55
3035400,166105910,166105910,166106873,4,962,496
3035403,166105952,166105952,166107398,4,1445,296
3035423,166105992,166105992,166106356,1,363,285
3035429,166106022,166106022,166108184,1,2161,43
3035430,166106022,166106022,166108183,1,2161,47
3035431,166106022,166106022,166108183,1,2160,47
3035432,166106022,166106022,166108183,1,2161,47
3035433,166106022,166106022,166108183,1,2161,47
3035434,166106022,166106022,166108183,1,2161,47
3035435,166106022,166106022,166108183,1,2161,47
3035436,166106022,166106022,166108183,1,2160,46
3035437,166106022,166106022,166108183,1,2161,46
3035438,166106022,166106022,166108183,1,2161,46
3035439,166106022,166106022,166108183,1,2161,44
3035440,166106022,166106022,166108183,1,2161,44
3035441,166106022,166106022,166108183,1,2161,44
3035442,166106022,166106022,166108183,1,2161,46
3035443,166106022,166106022,166108183,1,2161,46
3035444,166106022,166106022,166108183,1,2161,46
3035445,166106022,166106022,166108184,1,2161,47
3035446,166106022,166106022,166108184,1,2161,47
3035447,166106022,166106022,166108184,1,2161,47
3035448,166106022,166106022,166108183,1,2161,43
3035449,166106022,166106022,166108183,1,2161,43
3035450,166106022,166106022,166108183,1,2161,43
3035451,166106022,166106022,166108183,1,2160,44
3035452,166106022,166106022,166108183,1,2161,44
3035453,166106022,166106022,166108183,1,2161,44
3035454,166106022,166106022,166108183,1,2160,48
3035455,166106022,166106022,166108183,1,2160,48
3035456,166106022,166106022,166108183,1,2160,48
3035457,166106022,166106022,166108184,1,2161,43
3035458,166106022,166106022,166108184,1,2161,43
3035459,166106022,166106022,166108184,1,2161,43
3035460,166106022,166106022,166108183,1,2161,46
3035461,166106022,166106022,166108183,1,2161,46
3035462,166106022,166106022,166108183,1,2161,46
3035463,166106022,166106022,166108183,1,2161,46
3035464,166106022,166106022,166108183,1,2161,46
3035465,166106022,166106022,166108183,1,2161,46
3035466,166107693,166107693,166109866,1,2173,68
3035467,166107693,166107693,166109866,1,2173,68
3035468,166106026,166106026,166108189,1,2162,43
3035469,166106026,166106026,166108189,1,2162,43
3035470,166106026,166106026,166108189,1,2162,43
3035471,166106026,166106026,166108190,1,2163,44
3035472,166106026,166106026,166108190,1,2163,44
3035473,166106026,166106026,166108189,1,2163,44
3035474,166106026,166106026,166108189,1,2163,43
3035475,166106026,166106026,166108189,1,2162,43
3035476,166106026,166106026,166108189,1,2162,43
3035477,166106026,166106026,166108189,1,2163,42
3035478,166106026,166106026,166108189,1,2163,42
3035479,166106026,166106026,166108189,1,2163,42
3035480,166106026,166106026,166108189,1,2163,46
3035481,166106026,166106026,166108189,1,2163,46
3035482,166106026,166106026,166108189,1,2162,46
3035483,166106026,166106026,166108189,1,2163,46
3035484,166106026,166106026,166108190,1,2163,46
3035485,166106026,166106026,166108189,1,2162,46
3035486,166106026,166106026,166108189,1,2163,45
3035487,166106026,166106026,166108189,1,2163,45
3035488,166106026,166106026,166108189,1,2163,45
3035489,166106026,166106026,166108189,1,2162,43
3035490,166106026,166106026,166108189,1,2162,43
3035491,166106026,166106026,166108189,1,2162,43
3035492,166106026,166106026,166108189,1,2163,47
3035493,166106026,166106026,166108189,1,2163,47
3035494,166106026,166106026,166108189,1,2163,47
3035495,166106026,166106026,166108189,1,2162,49
3035496,166106026,166106026,166108189,1,2162,49
3035497,166106026,166106026,166108189,1,2162,49
3035498,166106026,166106026,166108190,1,2163,43
3035499,166106026,166106026,166108189,1,2163,43
3035500,166106026,166106026,166108189,1,2163,43
3035501,166106026,166106026,166108190,1,2163,45
3035502,166106026,166106026,166108189,1,2162,45
3035503,166106026,166106026,166108189,1,2163,45
3035504,166106026,166106026,166108190,1,2163,46
3035505,166106026,166106026,166108190,1,2163,46
3035506,166106026,166106026,166108190,1,2163,46
3035507,166106026,166106026,166108190,1,2163,45
3035508,166106026,166106026,166108190,1,2163,45
3035509,166106026,166106026,166108190,1,2163,45
3035510,166106026,166106026,166108190,1,2163,44
3035511,166106026,166106026,166108190,1,2163,44
3035512,166106026,166106026,166108189,1,2163,44
3035513,166106026,166106026,166108190,1,2163,45
3035514,166106026,166106026,166108189,1,2163,45
3035515,166106026,166106026,166108189,1,2163,45
3035516,166106026,166106026,166108189,1,2163,45
3035517,166106026,166106026,166108189,1,2163,45
3035518,166106026,166106026,166108190,1,2163,45
3035519,166106026,166106026,166108189,1,2162,44
3035520,166106026,166106026,166108189,1,2162,44
3035521,166106026,166106026,166108189,1,2162,44
3035522,166106026,166106026,166108189,1,2163,42
3035523,166106026,166106026,166108190,1,2163,42
3035524,166106026,166106026,166108190,1,2163,42
3035525,166106026,166106026,166108189,1,2162,43
3035526,166106026,166106026,166108190,1,2163,43
3035527,166106026,166106026,166108189,1,2162,43
3035528,166106026,166106026,166108189,1,2163,47
3035529,166106026,166106026,166108190,1,2163,47
3035530,166106026,166106026,166108189,1,2163,47
3035531,166106026,166106026,166108190,1,2163,45
3035532,166106026,166106026,166108189,1,2163,45
3035533,166106026,166106026,166108189,1,2162,45
3035534,166106026,166106026,166108190,1,2163,42
3035535,166106026,166106026,166108190,1,2163,42
3035536,166106026,166106026,166108189,1,2163,42
3035537,166106026,166106026,166108189,1,2163,45
3035538,166106026,166106026,166108189,1,2163,45
3035539,166106026,166106026,166108189,1,2163,45
3035540,166106026,166106026,166108189,1,2162,46
3035541,166106026,166106026,166108189,1,2162,46
3035542,166106026,166106026,166108189,1,2162,46
3035543,166106026,166106026,166108189,1,2163,46
3035544,166106026,166106026,166108190,1,2163,46
3035545,166106026,166106026,166108190,1,2163,46
3035546,166106026,166106026,166108190,1,2163,45
3035547,166106026,166106026,166108190,1,2163,45
3035548,166106026,166106026,166108190,1,2163,45
3035549,166106026,166106026,166108189,1,2162,45
3035550,166106026,166106026,166108189,1,2162,45
3035551,166106026,166106026,166108189,1,2162,45
3035552,166106026,166106026,166108189,1,2162,49
3035553,166106026,166106026,166108189,1,2162,49
3035554,166106026,166106026,166108189,1,2162,49
3035555,166106026,166106026,166108189,1,2162,47
3035556,166106026,166106026,166108189,1,2162,47
3035557,166106026,166106026,166108189,1,2162,47
3035558,166106026,166106026,166108189,1,2162,48
3035559,166106026,166106026,166108189,1,2162,48
3035560,166106026,166106026,166108189,1,2162,48
3035561,166106026,166106026,166108189,1,2162,47
3035562,166106026,166106026,166108189,1,2162,47
3035563,166106026,166106026,166108189,1,2162,47
3035564,166106026,166106026,166108189,1,2162,46
3035566,166106028,166106028,166108189,1,2160,46
3035567,166106028,166106028,166108189,1,2161,46
3035568,166106028,166106028,166108189,1,2160,45
3035569,166106028,166106028,166108189,1,2160,45
3035570,166106028,166106028,166108189,1,2160,45
3035571,166106028,166106028,166108189,1,2160,45
3035572,166106028,166106028,166108189,1,2160,45
3035573,166106028,166106028,166108189,1,2160,45
3035574,166106028,166106028,166108190,1,2161,43
3035575,166106028,166106028,166108190,1,2161,43
3035576,166106028,166106028,166108189,1,2161,43
3035577,166106028,166106028,166108189,1,2160,47
3035578,166106028,166106028,166108189,1,2161,47
3035579,166106028,166106028,166108189,1,2161,47
3035580,166106028,166106028,166108189,1,2161,48
3035581,166106028,166106028,166108189,1,2161,48
3035582,166106028,166106028,166108189,1,2161,48
3035583,166106028,166106028,166108189,1,2161,45
3035584,166106028,166106028,166108189,1,2161,45
3035585,166106028,166106028,166108189,1,2161,45
3035586,166106028,166106028,166108189,1,2160,48
3035587,166106028,166106028,166108190,1,2161,48
3035588,166106028,166106028,166108189,1,2161,48
3035589,166106028,166106028,166108190,1,2161,46
3035590,166106028,166106028,166108189,1,2161,46
3035591,166106028,166106028,166108189,1,2160,46
3035592,166106028,166106028,166108189,1,2160,45
3035593,166106028,166106028,166108189,1,2160,45
3035594,166106028,166106028,166108189,1,2160,45
3035595,166106028,166106028,166108190,1,2161,43
3035596,166106028,166106028,166108189,1,2161,43
3035597,166106028,166106028,166108189,1,2161,43
3035598,166106028,166106028,166108189,1,2161,46
3035599,166106028,166106028,166108189,1,2161,46
3035600,166106028,166106028,166108189,1,2161,46
3035601,166106028,166106028,166108189,1,2161,44
3035602,166106028,166106028,166108189,1,2161,44
3035603,166106028,166106028,166108189,1,2161,44
3035604,166106028,166106028,166108189,1,2161,44
3035605,166106028,166106028,166108189,1,2161,44
3035606,166106028,166106028,166108189,1,2161,44
3035607,166106028,166106028,166108190,1,2161,42
3035608,166106028,166106028,166108189,1,2161,42
3035609,166106028,166106028,166108189,1,2161,42
3035610,166106028,166106028,166108189,1,2161,48
3035611,166106028,166106028,166108190,1,2161,48
3035612,166106028,166106028,166108190,1,2161,48
3035613,166106028,166106028,166108189,1,2161,47
3035614,166106028,166106028,166108189,1,2161,47
3035615,166106028,166106028,166108189,1,2160,47
3035616,166106028,166106028,166108189,1,2160,47
3035617,166106028,166106028,166108189,1,2160,47
3035618,166106028,166106028,166108189,1,2160,47
3035619,166106028,166106028,166108189,1,2161,42
3035620,166106028,166106028,166108190,1,2161,42
3035621,166106028,166106028,166108189,1,2161,42
3035622,166106028,166106028,166108190,1,2161,43
3035623,166106028,166106028,166108190,1,2161,43
3035624,166106028,166106028,166108189,1,2161,43
3035625,166106028,166106028,166108189,1,2160,46
3035626,166106028,166106028,166108189,1,2160,46
3035627,166106028,166106028,166108189,1,2160,46
3035628,166106028,166106028,166108189,1,2161,43
3035629,166106028,166106028,166108189,1,2160,43
3035630,166106028,166106028,166108189,1,2160,43
3035631,166106028,166106028,166108189,1,2161,47
3035632,166106028,166106028,166108189,1,2160,47
3035633,166106028,166106028,166108189,1,2160,47
3035635,166106046,166106046,166108207,1,2160,58
3035640,166106346,166106346,166107481,1,1134,392
3035644,166106133,166106133,166107576,4,1443,315
3035646,166106133,166106133,166107577,4,1443,310
3035652,166107135,166107135,166107526,2,391,82
3035659,166106447,166106447,166107888,2,1440,205
3035660,166106555,166106555,166107997,2,1440,408
3035661,166107047,166107047,166108491,2,1442,233
3035663,166107131,166107131,166108575,2,1443,295
3035664,166107135,166107135,166108578,2,1442,238
3035665,166108052,166108052,166109496,2,1442,232
3035666,166108239,166108239,166109683,2,1442,119
3035667,166108246,166108246,166109689,2,1442,396
3035668,166108739,166108739,166110182,2,1441,504
3035697,166108760,166108760,166110203,2,1441,504
3035698,166108971,166108971,166110413,2,1440,504
3035700,166109227,166109227,166110671,2,1442,368
3035701,166109227,166109227,166110670,2,1442,482
3035709,166106504,166106504,166107390,1,886,295
3035711,166107163,166107163,166107732,2,569,78
3035719,166106723,166106723,166107877,1,1154,377
3035747,166107163,166107163,166107716,2,552,79
3035781,166106824,166106824,166107329,1,505,145
3035782,166106995,166106995,166107397,1,402,147
3035784,166107096,166107096,166107505,1,408,145
3035786,166107163,166107163,166107534,1,371,166
3035787,166107163,166107163,166107526,1,363,103
3035792,166107191,166107191,166107693,1,502,138
3035794,166107240,166107240,166107612,1,371,158
3035796,166107240,166107240,166107626,1,386,154
3035797,166107240,166107240,166107745,1,505,142
3035798,166107401,166107401,166107890,1,489,97
3035805,166107191,166107191,166107574,2,383,79
3035811,166107212,166107212,166107621,2,409,77
3035831,166107212,166107212,166107635,2,422,79
3036137,166107034,166107034,166109196,1,2162,31
3036183,166107331,166107331,166107715,2,383,80
3036229,166107135,166107135,166108298,1,1162,391
3036245,166107163,166107163,166107756,1,593,394
3036285,166107331,166107331,166107874,2,542,80
3036288,166109192,166109192,166111713,3,2521,66
3036299,166107343,166107343,166109504,1,2160,32
3036306,166107436,166107436,166108046,1,609,393
3036308,166107693,166107693,166109854,1,2160,68
3036310,166107648,166107648,166108031,2,382,78
3036311,166108032,166108032,166109189,1,1157,393
3036312,166107648,166107648,166108049,2,401,79
3036313,166108032,166108032,166109189,1,1157,384
3036316,166107648,166107648,166108028,2,380,79
3036319,166107673,166107673,166109118,4,1444,317
3036321,166107684,166107684,166109127,4,1442,314
3036323,166108186,166108186,166110349,1,2162,44
3036324,166108186,166108186,166110349,1,2162,44
3036325,166107717,166107717,166108101,2,383,79
3036326,166107717,166107717,166108259,2,541,80
3036329,166107734,166107734,166108276,2,541,78
3036332,166108246,166108246,166108789,2,543,82
3036347,166108246,166108246,166108629,2,383,78
3036351,166108246,166108246,166108629,2,383,78
3036356,166108246,166108246,166108640,2,393,78
3036368,166108246,166108246,166108628,2,381,82
3036383,166108186,166108186,166110349,1,2162,44
3036384,166108186,166108186,166110348,1,2161,45
3036385,166108186,166108186,166110348,1,2161,45
3036386,166108186,166108186,166110348,1,2161,45
3036387,166108186,166108186,166110349,1,2162,46
3036388,166108186,166108186,166110349,1,2162,46
3036389,166108186,166108186,166110349,1,2162,46
3036390,166108186,166108186,166110348,1,2161,49
3036391,166108186,166108186,166110348,1,2161,49
3036392,166108186,166108186,166110348,1,2161,49
3036393,166108186,166108186,166110349,1,2162,45
3036394,166108186,166108186,166110349,1,2162,45
3036395,166108186,166108186,166110349,1,2162,45
3036396,166108186,166108186,166110349,1,2162,47
3036397,166108186,166108186,166110349,1,2162,47
3036398,166108186,166108186,166110349,1,2162,47
3036399,166108186,166108186,166110349,1,2162,46
3036400,166108186,166108186,166110349,1,2162,46
3036401,166108186,166108186,166110348,1,2161,46
3036402,166108186,166108186,166110349,1,2162,43
3036403,166108186,166108186,166110348,1,2161,43
3036404,166108186,166108186,166110349,1,2162,43
3036405,166108186,166108186,166110349,1,2162,46
3036406,166108186,166108186,166110348,1,2161,46
3036407,166108186,166108186,166110349,1,2162,46
3036408,166108186,166108186,166110348,1,2161,48
3036409,166108186,166108186,166110348,1,2161,48
3036410,166108186,166108186,166110348,1,2161,48
3036411,166108186,166108186,166110349,1,2162,45
3036412,166108186,166108186,166110349,1,2162,45
3036413,166108186,166108186,166110349,1,2162,45
3036414,166108186,166108186,166110348,1,2161,46
3036415,166108186,166108186,166110348,1,2161,46
3036416,166108186,166108186,166110348,1,2161,46
3036417,166108186,166108186,166110348,1,2161,48
3036418,166108186,166108186,166110348,1,2161,48
3036419,166108186,166108186,166110348,1,2161,48
3036420,166109869,166109869,166112039,1,2169,45
3036421,166109869,166109869,166112039,1,2169,45
3036424,166108191,166108191,166110352,1,2161,47
3036425,166108191,166108191,166110352,1,2161,47
3036426,166108191,166108191,166110351,1,2160,47
3036427,166108191,166108191,166110351,1,2160,44
3036428,166108191,166108191,166110351,1,2160,44
3036429,166108191,166108191,166110351,1,2160,44
3036430,166108192,166108192,166110354,1,2161,43
3036431,166108192,166108192,166110355,1,2162,43
3036432,166108192,166108192,166110354,1,2161,43
3036433,166108192,166108192,166110354,1,2162,43
3036434,166108192,166108192,166110355,1,2162,43
3036435,166108192,166108192,166110355,1,2162,43
3036436,166108192,166108192,166110355,1,2162,43
3036437,166108192,166108192,166110355,1,2162,43
3036438,166108192,166108192,166110355,1,2162,43
3036439,166108192,166108192,166110355,1,2162,42
3036440,166108192,166108192,166110355,1,2162,42
3036441,166108192,166108192,166110354,1,2161,42
3036442,166108192,166108192,166110354,1,2161,45
3036443,166108192,166108192,166110354,1,2161,45
3036444,166108192,166108192,166110354,1,2162,45
3036445,166108192,166108192,166110355,1,2162,42
3036446,166108192,166108192,166110354,1,2161,42
3036447,166108192,166108192,166110354,1,2161,42
3036448,166108192,166108192,166110355,1,2162,45
3036449,166108192,166108192,166110355,1,2162,45
3036450,166108192,166108192,166110354,1,2161,45
3036451,166108192,166108192,166110354,1,2161,45
3036452,166108192,166108192,166110355,1,2162,45
3036453,166108192,166108192,166110354,1,2161,45
3036454,166108192,166108192,166110354,1,2161,45
3036455,166108192,166108192,166110355,1,2162,45
3036456,166108192,166108192,166110355,1,2162,45
3036457,166108192,166108192,166110355,1,2162,44
3036458,166108192,166108192,166110355,1,2162,44
3036459,166108192,166108192,166110355,1,2162,44
3036460,166108192,166108192,166110355,1,2162,46
3036461,166108192,166108192,166110354,1,2161,46
3036462,166108192,166108192,166110355,1,2162,46
3036463,166108192,166108192,166110355,1,2162,45
3036464,166108192,166108192,166110354,1,2161,45
3036465,166108192,166108192,166110355,1,2162,45
3036466,166108192,166108192,166110354,1,2162,48
3036467,166108192,166108192,166110355,1,2162,48
3036468,166108192,166108192,166110355,1,2162,48
3036469,166108192,166108192,166110355,1,2162,44
3036470,166108192,166108192,166110354,1,2161,44
3036471,166108192,166108192,166110354,1,2161,44
3036472,166108192,166108192,166110355,1,2162,42
3036473,166108192,166108192,166110355,1,2162,42
3036474,166108192,166108192,166110355,1,2162,42
3036475,166108192,166108192,166110354,1,2161,44
3036476,166108192,166108192,166110355,1,2162,44
3036477,166108192,166108192,166110354,1,2161,44
3036478,166108192,166108192,166110355,1,2162,43
3036479,166108192,166108192,166110355,1,2162,43
3036480,166108192,166108192,166110355,1,2162,43
3036481,166108192,166108192,166110354,1,2161,42
3036482,166108192,166108192,166110355,1,2162,42
3036483,166108192,166108192,166110355,1,2162,42
3036484,166108192,166108192,166110354,1,2161,45
3036485,166108192,166108192,166110355,1,2162,45
3036486,166108192,166108192,166110354,1,2161,45
3036487,166108192,166108192,166110355,1,2162,48
3036488,166108192,166108192,166110355,1,2162,48
3036489,166108192,166108192,166110355,1,2162,48
3036490,166108192,166108192,166110355,1,2162,44
3036491,166108192,166108192,166110355,1,2162,44
3036492,166108192,166108192,166110355,1,2162,44
3036493,166108192,166108192,166110354,1,2161,46
3036494,166108192,166108192,166110355,1,2162,46
3036495,166108192,166108192,166110355,1,2162,46
3036496,166108192,166108192,166110354,1,2161,48
3036497,166108192,166108192,166110354,1,2161,48
3036498,166108192,166108192,166110354,1,2161,48
3036499,166108192,166108192,166110355,1,2162,45
3036500,166108192,166108192,166110355,1,2162,45
3036501,166108192,166108192,166110355,1,2162,45
3036502,166108192,166108192,166110355,1,2162,45
3036503,166108192,166108192,166110354,1,2162,45
3036504,166108192,166108192,166110354,1,2161,45
3036505,166108192,166108192,166110354,1,2162,46
3036506,166108192,166108192,166110355,1,2162,46
3036507,166108192,166108192,166110354,1,2161,46
3036508,166108192,166108192,166110355,1,2162,44
3036509,166108192,166108192,166110354,1,2161,44
3036510,166108192,166108192,166110354,1,2162,44
3036511,166108192,166108192,166110354,1,2161,47
3036512,166108192,166108192,166110354,1,2162,47
3036513,166108192,166108192,166110354,1,2161,47
3036514,166108192,166108192,166110354,1,2161,46
3036515,166108192,166108192,166110354,1,2161,46
3036516,166108192,166108192,166110354,1,2161,46
3036517,166108192,166108192,166110354,1,2161,48
3036518,166108192,166108192,166110354,1,2161,48
3036519,166108192,166108192,166110354,1,2161,48
3036520,166108192,166108192,166110354,1,2162,48
3036521,166108192,166108192,166110355,1,2162,48
3036522,166108192,166108192,166110354,1,2161,48
3036523,166108192,166108192,166110354,1,2161,48
3036524,166108192,166108192,166110354,1,2161,48
3036525,166108192,166108192,166110354,1,2161,48
3036526,166108192,166108192,166110354,1,2161,44
3036527,166108192,166108192,166110355,1,2162,44
3036528,166108192,166108192,166110354,1,2161,44
3036529,166108192,166108192,166110354,1,2161,43
3036530,166108192,166108192,166110354,1,2161,43
3036531,166108192,166108192,166110354,1,2161,43
3036532,166108192,166108192,166110354,1,2161,43
3036533,166108192,166108192,166110354,1,2161,43
3036534,166108192,166108192,166110355,1,2162,43
3036535,166108192,166108192,166110354,1,2161,45
3036536,166108192,166108192,166110354,1,2161,45
3036537,166108192,166108192,166110354,1,2161,45
3036538,166108192,166108192,166110354,1,2161,46
3036539,166108192,166108192,166110354,1,2161,46
3036540,166108192,166108192,166110354,1,2162,46
3036541,166108192,166108192,166110354,1,2161,43
3036542,166108192,166108192,166110354,1,2161,43
3036543,166108192,166108192,166110354,1,2161,43
3036544,166108192,166108192,166110355,1,2162,46
3036545,166108192,166108192,166110354,1,2161,46
3036546,166108192,166108192,166110355,1,2162,46
3036547,166108192,166108192,166110354,1,2161,45
3036548,166108192,166108192,166110354,1,2161,45
3036549,166108192,166108192,166110354,1,2161,45
3036550,166108192,166108192,166110355,1,2162,43
3036551,166108192,166108192,166110355,1,2162,43
3036552,166108192,166108192,166110355,1,2162,43
3036553,166108192,166108192,166110354,1,2161,47
3036554,166108192,166108192,166110354,1,2161,47
3036555,166108192,166108192,166110354,1,2162,47
3036556,166108192,166108192,166110354,1,2161,49
3036557,166108192,166108192,166110354,1,2161,49
3036558,166108192,166108192,166110354,1,2161,49
3036559,166108192,166108192,166110355,1,2162,44
3036560,166108192,166108192,166110355,1,2162,44
3036561,166108192,166108192,166110355,1,2162,44
3036562,166108192,166108192,166110354,1,2161,45
3036563,166108192,166108192,166110355,1,2162,45
3036564,166108192,166108192,166110354,1,2161,45
3036565,166108192,166108192,166110355,1,2162,44
3036566,166108192,166108192,166110355,1,2162,44
3036567,166108192,166108192,166110354,1,2161,44
3036568,166108192,166108192,166110354,1,2161,47
3036569,166108192,166108192,166110354,1,2161,47
3036570,166108192,166108192,166110354,1,2161,47
3036571,166108192,166108192,166110354,1,2161,48
3036572,166108192,166108192,166110354,1,2161,48
3036573,166108192,166108192,166110354,1,2161,48
3036574,166108192,166108192,166110354,1,2161,43
3036575,166108192,166108192,166110354,1,2162,43
3036576,166108192,166108192,166110354,1,2161,43
3036577,166108192,166108192,166110355,1,2162,44
3036578,166108192,166108192,166110355,1,2162,44
3036579,166108192,166108192,166110355,1,2162,44
3036580,166108192,166108192,166110354,1,2161,48
3036581,166108192,166108192,166110354,1,2161,48
3036582,166108192,166108192,166110354,1,2161,48
3036583,166108192,166108192,166110355,1,2162,45
3036584,166108192,166108192,166110354,1,2161,45
3036585,166108192,166108192,166110354,1,2161,45
3036586,166108192,166108192,166110354,1,2161,46
3036587,166108192,166108192,166110355,1,2162,46
3036588,166108192,166108192,166110354,1,2161,46
3036635,166108260,166108260,166108796,2,535,78
3036645,166108278,166108278,166108700,2,421,76
3036673,166108426,166108426,166109348,1,922,145
3036676,166108735,166108735,166110178,1,1442,83
3036690,166108468,166108468,166109057,1,589,391
3036736,166108581,166108581,166108943,1,362,55
3036740,166108592,166108592,166108952,1,360,68
3036743,166108599,166108599,166108961,1,362,99
3036748,166108606,166108606,166108967,1,361,61
3036749,166108631,166108631,166109017,2,386,82
3036751,166108631,166108631,166109013,2,382,78
3036752,166108631,166108631,166109066,2,434,78
3036758,166108836,166108836,166110037,1,1200,379
3036785,166108971,166108971,166109511,2,540,78
3036787,166108971,166108971,166109518,2,547,80
3036797,166108847,166108847,166109397,1,550,386
3036800,166108839,166108839,166109511,4,671,484
3036805,166108847,166108847,166109510,4,663,492
3036839,166108971,166108971,166109363,2,392,81
3036844,166108971,166108971,166109333,4,361,82
3036845,166108971,166108971,166109335,4,363,83
3036847,166109041,166109041,166109402,4,361,83
3036849,166108978,166108978,166109520,2,542,82
3037107,166109008,166109008,166110397,1,1388,36
3037175,166109041,166109041,166109425,2,384,81
3037184,166109051,166109051,166109433,2,381,79
3037990,166109224,166109224,166109606,2,381,82
3038004,166109234,166109234,166109648,2,413,82
3038142,166109394,166109394,166109815,1,420,380
3038143,166109343,166109343,166110066,60,722,90
3038146,166109343,166109343,166109903,2,559,79
3038147,166109343,166109343,166109898,2,555,80
3038552,166109405,166109405,166109944,2,539,78
3038612,166109427,166109427,166109830,2,403,78
3038620,166109434,166109434,166109832,2,398,82
3038633,166109453,166109453,166110114,1,661,454
3038812,166109492,166109492,166109950,32,458,65
3038814,166110514,166110514,166111595,20,1081,49
3038815,166111542,166111542,166112624,20,1081,304
3038816,166109513,166109513,166110057,2,544,78
3038817,166109513,166109513,166110298,4,785,498
3038818,166109513,166109513,166110298,4,784,491
3038819,166109610,166109610,166110200,1,590,398
3038820,166109520,166109520,166110064,2,543,78
3038821,166109524,166109524,166110066,2,542,78
3038828,166109572,166109572,166111016,4,1443,334
3039334,166109592,166109592,166111037,4,1445,327
3039342,166109606,166109606,166109991,2,385,82
3039344,166109670,166109670,166110947,1,1276,377
3039469,166109649,166109649,166110033,2,383,82
3039507,166109736,166109736,166110457,24,721,65
3039508,166109821,166109821,166110947,1,1125,385
3039567,166109848,166109848,166110256,1,408,382
3039568,166109897,166109897,166110324,1,426,374
3039569,166109833,166109833,166110216,2,383,78
3039570,166109833,166109833,166110214,2,380,82
3039583,166109904,166109904,166110279,1,374,391
3039588,166109862,166109862,166110403,8,540,46
3039589,166109862,166109862,166110403,8,540,46
3039591,166109862,166109862,166110403,8,540,49
3039592,166109862,166109862,166110403,8,540,50
3039593,166109862,166109862,166110403,8,540,50
3039594,166109862,166109862,166110403,8,540,49
3039596,166109862,166109862,166110403,8,540,49
3039597,166109862,166109862,166110403,8,540,50
3039598,166109862,166109862,166110403,8,540,50
3039599,166109866,166109866,166110409,8,542,47
3039600,166109866,166109866,166110409,8,542,50
3039601,166110073,166110073,166110615,8,542,50
3039602,166110184,166110184,166110727,8,542,49
3039603,166110217,166110217,166110757,8,540,49
3039604,166110364,166110364,166110905,8,540,91
3039605,166110364,166110364,166110905,8,540,49
3039606,166110514,166110514,166111056,8,541,48
3039607,166110514,166110514,166111056,8,541,51
3039608,166110514,166110514,166111056,8,541,50
3039609,166110514,166110514,166111056,8,541,49
3039610,166110514,166110514,166111056,8,541,48
3039611,166110514,166110514,166111056,8,541,49
